Name,Sex,Equipment,Age,AgeClass,Division,BodyweightKg,WeightClassKg,Best3SquatKg,Best3BenchKg,Best3DeadliftKg,TotalKg,Place,Wilks,IPFPoints,Tested,Country,Federation,Date,MeetCountry,MeetName
Masayo Makino,F,Raw,43,40-44,F-M1,60.2,63,107.5,55,140,302.5,3,336.39,532.45,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Eva Masmanian,F,Raw,23,20-23,F-O,61.7,63,117.5,55,130,302.5,13,330.07,526.41,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Masayo Makino,F,Raw,43,40-44,F-O,60.2,63,107.5,55,140,302.5,14,336.39,532.45,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Nicola Spencer,F,Raw,28,24-34,F-O,60.3,63,90,60,110,260,15,288.75,454.34,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Karen Saunders,F,Raw,51,50-54,F-M3,59.9,63,77.5,47.5,122.5,247.5,1,276.29,432.73,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Karen Saunders,F,Raw,51,50-54,F-O,59.9,63,77.5,47.5,122.5,247.5,16,276.29,432.73,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Andreea Antuca,F,Raw,25,24-34,F-O,61.8,63,87.5,40,115,242.5,17,264.27,418,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Jessica Gillard,F,Raw,23,20-23,F-JR,59.4,63,85,47.5,100,232.5,2,261.24,406.62,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Jessica Gillard,F,Raw,23,20-23,F-O,59.4,63,85,47.5,100,232.5,18,261.24,406.62,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Georgia Adam,F,Raw,31,24-34,F-O,60.2,63,120,67.5,,,DQ,,,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Ligia Rodrigues,F,Raw,26,24-34,F-O,60.2,63,105,80,,,DQ,,,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Aine Scott,F,Raw,29,24-34,F-O,62.4,63,85,,,,DQ,,,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Alexia Wilson,F,Raw,35,35-39,F-O,65.5,70,135,77.5,155,367.5,1,383.37,625.4,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Hannah Howell,F,Raw,27,24-34,F-O,67.9,70,127.5,67.5,162.5,357.5,2,363.33,598.09,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Poppy Joshi,F,Raw,21,20-23,F-JR,69.8,70,125,72.5,155,352.5,1,351.38,582.37,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Poppy Joshi,F,Raw,21,20-23,F-O,69.8,70,125,72.5,155,352.5,3,351.38,582.37,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Pandora Porter,F,Raw,27,24-34,F-O,63.1,70,95,67.5,140,302.5,4,324.48,521.05,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Gabrielle Coia,F,Raw,51,50-54,F-M3,68.6,70,95,62.5,127.5,285,1,287.55,472.76,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Gabrielle Coia,F,Raw,51,50-54,F-O,68.6,70,95,62.5,127.5,285,5,287.55,472.76,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Imogen Skoulding,F,Raw,43,40-44,F-M1,67.6,70,95,57.5,122.5,275,1,280.37,458.6,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Imogen Skoulding,F,Raw,43,40-44,F-O,67.6,70,95,57.5,122.5,275,6,280.37,458.6,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Amara-Jane Reid,F,Raw,17,16-17,F-T2,70,70,80,50,110,240,1,238.76,393.66,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Amara-Jane Reid,F,Raw,17,16-17,F-O,70,70,80,50,110,240,7,238.76,393.66,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Emily Williams,F,Raw,27,24-34,F-O,74,80,150,65,165,380,1,364.32,612.37,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Amelia Allen,F,Raw,47,45-49,F-M2,73.9,80,127.5,80,155,362.5,1,347.85,584.37,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Amelia Allen,F,Raw,47,45-49,F-O,73.9,80,127.5,80,155,362.5,2,347.85,584.37,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Jo Cox,F,Raw,36,35-39,F-O,78.1,80,127.5,67.5,165,360,3,333.95,567.04,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Mandy J Bush,F,Raw,51,50-54,F-M3,77.6,80,115,62.5,170,347.5,1,323.57,548.83,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Mandy J Bush,F,Raw,51,50-54,F-O,77.6,80,115,62.5,170,347.5,4,323.57,548.83,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Lucy M Hyde,F,Raw,38,35-39,F-O,79.8,80,100,87.5,157.5,345,5,316.12,538.78,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Elaine Hunt,F,Raw,42,40-44,F-M1,77,80,120,55,165,340,1,318.05,538.69,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Elaine Hunt,F,Raw,42,40-44,F-O,77,80,120,55,165,340,6,318.05,538.69,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Sophie Bland,F,Raw,29,24-34,F-O,74.8,80,110,47.5,135,292.5,7,278.53,468.71,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Helen Cheesworth,F,Raw,36,35-39,F-O,73.7,80,102.5,52.5,135,290,8,278.76,467.4,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Helen Denton,F,Raw,40,40-44,F-M1,79.2,80,107.5,55,125,287.5,2,264.56,450.72,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Helen Denton,F,Raw,40,40-44,F-O,79.2,80,107.5,55,125,287.5,9,264.56,450.72,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Brandi Simpson-Miller,F,Raw,48,45-49,F-M2,76.8,80,110,52.5,120,282.5,2,264.67,448.07,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Brandi Simpson-Miller,F,Raw,48,45-49,F-O,76.8,80,110,52.5,120,282.5,10,264.67,448.07,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Alicia Bell,F,Raw,14,13-15,F-T1,79.8,80,100,60,100,260,1,238.23,406.73,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Alicia Bell,F,Raw,14,13-15,F-O,79.8,80,100,60,100,260,11,238.23,406.73,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Nieve O'Donnell,F,Raw,17,16-17,F-T2,74.5,80,80,37.5,120,237.5,1,226.73,380.74,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Nieve O'Donnell,F,Raw,17,16-17,F-O,74.5,80,80,37.5,120,237.5,12,226.73,380.74,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Zara John,F,Raw,35,35-39,F-O,84.1,90,155,80,182.5,417.5,1,372.08,637.34,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Victoria Radcliffe,F,Raw,34,24-34,F-O,80.7,90,135,77.5,190,402.5,2,366.53,625.17,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Katie Masters,F,Raw,26,24-34,F-O,89.5,90,122.5,62.5,140,325,3,281.48,486.25,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Amelia O'Donnell,F,Raw,16,16-17,F-T2,87.2,90,110,,,,DQ,,,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Amelia O'Donnell,F,Raw,16,16-17,F-O,87.2,90,110,,,,DQ,,,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Polly Thompson,F,Raw,45,45-49,F-M2,100.6,90+,165,67.5,185,417.5,1,347,594.62,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Polly Thompson,F,Raw,45,45-49,F-O,100.6,90+,165,67.5,185,417.5,1,347,594.62,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Cerrie Lantrua,F,Raw,36,35-39,F-O,112,90+,162.5,80,170,412.5,2,334.15,565.78,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Leigh Samson,F,Raw,41,40-44,F-M1,110.9,90+,140,95,170,405,1,328.73,557.8,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Leigh Samson,F,Raw,41,40-44,F-O,110.9,90+,140,95,170,405,3,328.73,557.8,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Amy Smith,F,Raw,34,24-34,F-O,119.2,90+,142.5,70,182.5,395,4,316.24,531.63,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Jessica Vallee,F,Raw,29,24-34,F-O,95.9,90+,130,90,150,370,5,312.15,538.13,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Marinda Wells,F,Raw,33,24-34,F-O,107.1,90+,132.5,57.5,155,345,6,282.17,484.09,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Ben Hampson,M,Raw,28,24-34,M-O,60,60,172.5,112.5,192.5,477.5,1,407.25,589.4,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
David Watts,M,Raw,27,24-34,M-O,66,67.5,190,112.5,260,562.5,1,441.67,656.43,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Jonathan Wardley,M,Raw,23,20-23,M-JR,66.6,67.5,155,87.5,240,482.5,1,376.06,546.98,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Jonathan Wardley,M,Raw,23,20-23,M-O,66.6,67.5,155,87.5,240,482.5,2,376.06,546.98,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Tom Humphreys,M,Raw,22,20-23,M-JR,66.8,67.5,145,117.5,210,472.5,2,367.38,532.6,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Tom Humphreys,M,Raw,22,20-23,M-O,66.8,67.5,145,117.5,210,472.5,3,367.38,532.6,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Elliot Davies,M,Raw,23,20-23,M-JR,66.6,67.5,155,95,185,435,3,339.04,484.77,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Elliot Davies,M,Raw,23,20-23,M-O,66.6,67.5,155,95,185,435,4,339.04,484.77,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Scott Edmed,M,Raw,29,24-34,M-O,74.4,75,210,145,265,620,1,444.28,668.96,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Callum Barney,M,Raw,25,24-34,M-O,74,75,215,147.5,255,617.5,2,444.18,668.54,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
David Simpson,M,Raw,26,24-34,M-O,74,75,180,142.5,245,567.5,3,408.21,607.54,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Lucas Meachem,M,Raw,26,24-34,M-O,74.4,75,177.5,125,230,532.5,4,381.58,562.57,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
James Wilson,M,Raw,30,24-34,M-O,74,75,180,135,210,525,5,377.64,555.69,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Daniel Petrine,M,Raw,18,18-19,M-T3,72.4,75,160,90,235,485,1,354.4,515.39,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Daniel Petrine,M,Raw,18,18-19,M-O,72.4,75,160,90,235,485,6,354.4,515.39,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Matthew Smallacombe,M,Raw,30,24-34,M-O,73,75,175,115,187.5,477.5,7,346.84,502.91,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Thomas Meredith,M,Raw,62,60-64,M-M5,71.6,75,175,115,185,475,1,349.95,507.34,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Thomas Meredith,M,Raw,62,60-64,M-O,71.6,75,175,115,185,475,8,349.95,507.34,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Michael Mcconway,M,Raw,47,45-49,M-M2,74,75,167.5,95,202.5,465,1,334.48,482.48,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Michael Mcconway,M,Raw,47,45-49,M-O,74,75,167.5,95,202.5,465,9,334.48,482.48,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Ross Mooney,M,Raw,32,24-34,M-O,73.4,75,170,105,187.5,462.5,10,334.62,482.42,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Alex Innes,M,Raw,15,13-15,M-T1,71.6,75,117.5,92.5,125,335,1,246.81,332.79,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Alex Innes,M,Raw,15,13-15,M-O,71.6,75,117.5,92.5,125,335,11,246.81,332.79,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Micah Charles,M,Raw,35,35-39,M-O,81.2,82.5,222.5,130,267.5,620,1,419.37,628.64,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Dean Robertson,M,Raw,28,24-34,M-O,81.6,82.5,210,145,265,620,2,418.11,626.51,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Tom Smith,M,Raw,35,35-39,M-O,80.8,82.5,180,145,237.5,562.5,3,381.64,564.44,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Dean McVie,M,Raw,28,24-34,M-O,81.2,82.5,190,140,230,560,4,378.78,559.6,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Gregory Day,M,Raw,24,24-34,M-O,80.4,82.5,182.5,130,230,542.5,5,369.21,543.27,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
James Orchard,M,Raw,29,24-34,M-O,82.4,82.5,185,120,230,535,6,358.66,525.36,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Lloyd Moore,M,Raw,31,24-34,M-O,80.8,82.5,177.5,132.5,220,530,7,359.59,526.93,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Gary Allen,M,Raw,38,35-39,M-O,80.6,82.5,190,115,220,525,8,356.74,522.08,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Shaun Wylde,M,Raw,20,20-23,M-JR,79.6,82.5,190,112.5,210,512.5,1,351,512.21,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Shaun Wylde,M,Raw,20,20-23,M-O,79.6,82.5,190,112.5,210,512.5,9,351,512.21,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Thomas Riley,M,Raw,32,24-34,M-O,82,82.5,177.5,112.5,220,510,10,342.9,498.57,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Oska Corkhill,M,Raw,19,18-19,M-T3,80,82.5,165,112.5,230,507.5,1,346.47,504.55,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Oska Corkhill,M,Raw,19,18-19,M-O,80,82.5,165,112.5,230,507.5,11,346.47,504.55,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Joshu Ellis,M,Raw,20,20-23,M-JR,81.6,82.5,175,112.5,195,482.5,2,325.38,468.76,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Joshu Ellis,M,Raw,20,20-23,M-O,81.6,82.5,175,112.5,195,482.5,12,325.38,468.76,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Gus McKie,M,Raw,47,45-49,M-M2,81.4,82.5,135,142.5,170,447.5,1,302.23,429.37,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Gus McKie,M,Raw,47,45-49,M-O,81.4,82.5,135,142.5,170,447.5,13,302.23,429.37,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Terrence Minty,M,Raw,27,24-34,M-O,88,90,232.5,150,285,667.5,1,431.14,647.3,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Rob Davies,M,Raw,26,24-34,M-O,88,90,207.5,145,282.5,635,2,410.15,611.66,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
David McWilliams,M,Raw,27,24-34,M-O,88.4,90,230,150,252.5,632.5,3,407.55,607.09,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Sean Smithson,M,Raw,41,40-44,M-M1,89.6,90,225,137.5,267.5,630,1,403.1,598.99,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Sean Smithson,M,Raw,41,40-44,M-O,89.6,90,225,137.5,267.5,630,4,403.1,598.99,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Ryan Preston #2,M,Raw,22,20-23,M-JR,85,90,195,160,265,620,1,408.17,609.23,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Ryan Preston #2,M,Raw,22,20-23,M-O,85,90,195,160,265,620,5,408.17,609.23,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Antoin Penrose,M,Raw,23,20-23,M-JR,89.4,90,225,152.5,240,617.5,2,395.56,586.29,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Antoin Penrose,M,Raw,23,20-23,M-O,89.4,90,225,152.5,240,617.5,6,395.56,586.29,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Vince Minty,M,Raw,50,50-54,M-M3,89.6,90,205,162.5,245,612.5,1,391.91,580,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Vince Minty,M,Raw,50,50-54,M-O,89.6,90,205,162.5,245,612.5,7,391.91,580,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Robert Gyorfi,M,Raw,31,24-34,M-O,88.4,90,220,150,235,605,8,389.83,577.01,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Ashley Crabtree,M,Raw,33,24-34,M-O,84.6,90,205,145,250,600,9,396.07,588.74,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Liam Rafferty,M,Raw,26,24-34,M-O,88.8,90,227.5,135,232.5,595,10,382.48,564.36,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Ben Lambert,M,Raw,28,24-34,M-O,88.6,90,210,135,240,585,11,376.5,554.29,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Lewis Fisher,M,Raw,23,20-23,M-JR,87.6,90,187.5,142.5,225,555,3,359.35,525.54,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Lewis Fisher,M,Raw,23,20-23,M-O,87.6,90,187.5,142.5,225,555,12,359.35,525.54,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Mark Tucker,M,Raw,53,50-54,M-M3,88.4,90,185,110,235,530,2,341.51,494.97,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Mark Tucker,M,Raw,53,50-54,M-O,88.4,90,185,110,235,530,13,341.51,494.97,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Michael J Brown,M,Raw,30,24-34,M-O,88,90,175,125,220,520,14,335.87,485.54,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Nathan James,M,Raw,20,20-23,M-JR,86,90,182.5,120,210,512.5,4,335.19,484.94,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Nathan James,M,Raw,20,20-23,M-O,86,90,182.5,120,210,512.5,15,335.19,484.94,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Simon Winterborn,M,Raw,49,45-49,M-M2,84.2,90,175,120,210,505,1,334.27,483.7,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Simon Winterborn,M,Raw,49,45-49,M-O,84.2,90,175,120,210,505,16,334.27,483.7,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
John Brady,M,Raw,57,55-59,M-M4,89.6,90,150,110,200,460,1,294.33,414.49,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
John Brady,M,Raw,57,55-59,M-O,89.6,90,150,110,200,460,17,294.33,414.49,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Jermaine Major,M,Raw,31,24-34,M-O,97.6,100,250,147.5,285,682.5,1,419.54,621.15,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Nti Osei,M,Raw,27,24-34,M-O,93.6,100,230,150,280,660,2,413.35,613.95,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Richard John,M,Raw,44,40-44,M-M1,98.6,100,245,150,255,650,1,397.86,583.79,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Richard John,M,Raw,44,40-44,M-O,98.6,100,245,150,255,650,3,397.86,583.79,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
James Holden,M,Raw,22,20-23,M-JR,98.4,100,230,140,245,615,1,376.75,548.5,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
James Holden,M,Raw,22,20-23,M-O,98.4,100,230,140,245,615,4,376.75,548.5,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Sam Murphy,M,Raw,29,24-34,M-O,95.6,100,230,140,240,610,5,378.37,553.43,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Arthur Cowley,M,Raw,59,55-59,M-M4,99.2,100,190,132.5,237.5,560,1,341.92,489.33,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Arthur Cowley,M,Raw,59,55-59,M-O,99.2,100,190,132.5,237.5,560,6,341.92,489.33,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Ashley Cutter,M,Raw,19,18-19,M-T3,95.4,100,192.5,125,240,557.5,1,346.13,499.19,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Ashley Cutter,M,Raw,19,18-19,M-O,95.4,100,192.5,125,240,557.5,7,346.13,499.19,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Samuel Mason,M,Raw,19,18-19,M-T3,98.4,100,155,92.5,210,457.5,2,280.27,386.34,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Samuel Mason,M,Raw,19,18-19,M-O,98.4,100,155,92.5,210,457.5,8,280.27,386.34,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Connor O'Donnell,M,Raw,14,13-15,M-T1,96.4,100,165,97.5,182.5,445,1,275.01,378.68,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Connor O'Donnell,M,Raw,14,13-15,M-O,96.4,100,165,97.5,182.5,445,9,275.01,378.68,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Liam Reid,M,Raw,17,16-17,M-T2,100,100,170,90,180,440,1,267.78,364.36,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Liam Reid,M,Raw,17,16-17,M-O,100,100,170,90,180,440,10,267.78,364.36,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
John Gavin Walker,M,Raw,78,75-79,M-M8,99.4,100,127.5,100,192.5,420,1,256.23,345.36,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
John Gavin Walker,M,Raw,78,75-79,M-O,99.4,100,127.5,100,192.5,420,11,256.23,345.36,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Lennon Packwood,M,Raw,15,13-15,M-T1,97.2,100,140,80,190,410,2,252.47,340.29,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Lennon Packwood,M,Raw,15,13-15,M-O,97.2,100,140,80,190,410,12,252.47,340.29,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
James Benson,M,Raw,25,24-34,M-O,109,110,240,180,275,695,1,410.16,592.93,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Dugal Williams,M,Raw,39,35-39,M-O,110,110,260,140,295,695,2,409,589.74,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Kieran Peters,M,Raw,29,24-34,M-O,108,110,230,155,300,685,3,405.45,586.39,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Derek Forsyth,M,Raw,46,45-49,M-M2,110,110,240,155,272.5,667.5,1,392.82,563.06,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Derek Forsyth,M,Raw,46,45-49,M-O,110,110,240,155,272.5,667.5,4,392.82,563.06,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Simon Cottrell,M,Raw,40,40-44,M-M1,105.6,110,232.5,137.5,245,615,1,366.77,524.95,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Simon Cottrell,M,Raw,40,40-44,M-O,105.6,110,232.5,137.5,245,615,5,366.77,524.95,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Steven Lambert,M,Raw,57,55-59,M-M4,108.6,110,217.5,135,250,602.5,1,355.99,503.87,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Steven Lambert,M,Raw,57,55-59,M-O,108.6,110,217.5,135,250,602.5,6,355.99,503.87,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Claudiu Chiper,M,Raw,28,24-34,M-O,107.6,110,222.5,140,235,597.5,7,354.09,501.81,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Karl Main,M,Raw,23,20-23,M-JR,106,110,200,150,215,565,1,336.51,474.27,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Karl Main,M,Raw,23,20-23,M-O,106,110,200,150,215,565,8,336.51,474.27,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Ronald Burden,M,Raw,72,70-74,M-M7,104.2,110,170,140,225,535,1,320.56,449.4,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Ronald Burden,M,Raw,72,70-74,M-O,104.2,110,170,140,225,535,9,320.56,449.4,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Michael Leadbetter,M,Raw,67,65-69,M-M6,108.6,110,140,110,230,480,1,283.61,384.22,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Michael Leadbetter,M,Raw,67,65-69,M-O,108.6,110,140,110,230,480,10,283.61,384.22,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Simon Lythgoe,M,Raw,45,45-49,M-M2,117.4,125,260,232.5,260,752.5,1,434.92,621.82,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Simon Lythgoe,M,Raw,45,45-49,M-O,117.4,125,260,232.5,260,752.5,1,434.92,621.82,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Daniel Awolola,M,Raw,34,24-34,M-O,118.2,125,250,175,320,745,2,429.86,612.41,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Christopher Beetham,M,Raw,30,24-34,M-O,124.8,125,240,162.5,265,667.5,3,380.5,523.48,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Rhys Charlesworth,M,Raw,28,24-34,M-O,118.8,125,220,195,245,660,4,380.35,531.34,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Christopher Pengelly,M,Raw,43,40-44,M-M1,121.4,125,230,162.5,257.5,650,1,372.71,515.56,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
Christopher Pengelly,M,Raw,43,40-44,M-O,121.4,125,230,162.5,257.5,650,5,372.71,515.56,Yes,UK,BDFPA,29/07/2018,England,British Full Power Unequipped
